,overall,reviewerID,asin,reviewText,summary,vote,newReviewTime
870,4,A13S9WF3HW8SAR,B0094HZVWC,"People said that don't judge the book from its cover and it was really true for this book. I mean seeing from the cover, you'd thought it was about all about romance. But no. Fortunately I don't judge the book from its cover. I really like the idea about mystery man being investigated by federal agents. I mean you know that it's gonna be roller coaster adventure. I

n this case, the main chars are Zoe Hunter and her ex husband Jack Andrews. They are being investigated by FBI regarding I forgot whatisname stock and 12 million dollars transfer. The story is quite long and can be shortened with the same effect. It was quite good story though. Maybe when I read this I am just too tired so I feel nothing except for the ending. I don't want to give spoiler but you should prepare for ""unfinished"" ending because the story continue into the sequel. As good as the story is it could have been better if the author do much research regarding CIA and FBI. I don't know about FBI and CIA but somehow something doesn't feel right. Maybe it was just my thinking based on reading many story involving FBI, CIA, and other federal or espionage agency. Besides, there's some disconnection between one plot and another. The author have little success connecting between two plots that make you have to think a little harder to connect the dots. To be fair, maybe it was the author plan to explained it clearly in the sequel. Anyway, I recommend this book for people who want to read light mystery.",5ngela's review of Elusive,2,2016-11-09
871,5,A2DJA53DY2E1NY,B0094HZVWC,The talents of Sara Rosett's writing ability is shown in this book Elusive. A  what I would call as a slow start with just the clues and evidence leafs to an action packed adventure to find out all she can with Zoe. A grand beginning of the series of international mysteries starts with this book. I enjoyed it completely. Check it out and get your copy soon.,Elusive,3,2016-11-04
872,4,A3TAYXMC0TIL08,B0094HZVWC,"Divorcee Zoe has had no trouble sharing a house with her ex...until police arrive to tell her that she's dead. Then, the FBI show up to tell her he's not dead. So, off she goes to find the truth about her former husband, whom she quickly realizes she never really knew.

I like the suspenseful opening of this book. It grabbed my attention right away, and the action was very well paced. Zoe was a well written character, and I enjoyed her personality. The supporting characters were good, though a bit cliched at times.

The only thing I did not enjoy were the scene breaks in the middle of each chapter. I would have liked something more defining, instead of the date and time, which were in the same font as the rest of the book. Beyond that, it was a great read.

I would definitely recommend this to fans of thriller, adventure novels.",Adventure!,2,2016-06-20
873,5,A290IE7X32AUTR,B0094HZVWC,I love this series! I've read all 5 of them that have been released so far. I'm currently listening to the audio versions as well. My favorite thing about this series is it is so different from most cozy mysteries. It is more of an adventure series than a whodunit. The books are set in various locations around the world. Each book comes to a satisfying conclusion with the tease of more adventure to come. There is a good balance of plot and character development without things becoming too complicated to follow.,"By far, my favorite ""cozy mystery"" series.",2,2016-02-23
874,1,A1JHWKM3FAUWCI,B0094ONQXQ,"Katie is a vet student who works for veterinarian Wade; he has loved her for years, but she tries to set him up with other girls.

Best bits: They seem to have a solid moral background, talking freely about waiting on God's timing, etc., and stating concern about the ethics of Wade being Katies study partner while filling in as her teacher, wanting to avoid even the appearance of wrong.

Issues: Nothing here made me particularly invested in either main character. Katie comes across as rather shallow and clueless, though we are TOLD she is kind and intelligent. Wade fares a little better, with his dedicated affection for Katie, but really, why on earth give in to the set-up dates? He could at least tell Katie he loves someone who doesn't see him that way yet to get her to stop. And (SPOILER) who, on a first actual date, hijacks a dinner theater to publicly tell a girl you love them, followed immediately by a proposal? Not a fan. I didn't notice any typos, but it could be I was just too annoyed by the POV to notice. We flitted from Katie to Wade to Katie to Wade so often, It seemed like every other sentence. I can understand wanting to tell both sides of things, but this was mostly just confusing and annoying.",1 stars: Falling in Love by Susette Williams,3,2016-04-18
875,2,A2ARLE8KYSSX8C,B0094OGM9G,not atl all believeable,Two Stars,4,2016-10-12
876,5,A18EEC1ENOT9YN,B0094OGM9G,"A suspenseful tale of aristocratic intrigue in the historical English  and French past.  A young child one of the few to escape the slaughter of the village and the mad men who came to kill its inhabitants.  A young teenage squire of a great Knight on their way to the Crusades in King Richard's reign.  After finding the village people slaughtered the young squire and the Knights are looking for any survivors, when they find the young female child under an overturned boat.  The story unfolds from this point.",His Fair Lady,4,2016-04-15
877,5,AHDBFN80XFCXH,B00963VRWC,"After reading over a hundred westerns, I've decided you just can't get any better than Robert J. Thomas  Jess Williams books. Never a dull moment. I would give them 10 stars if possible.",Fantabulus  western,2,2016-04-27
878,2,A11KMUNVGJPPX8,B0096SJLAM,"This is a tedious plot that lumbers along from one fight to the next. I kept hoping something would happen that would add mystery or intrigue or uncover bits and pieces of some subplot. Nope, it's really rather like crawling through a minefield, where someone gets blown up every few minutes with all the gory details, kind of like a compilation of Ukrainian car wrecks. And, how many times can you look into a dog's eyes and tell there is 'intelligence' there? At least two or three times a day in this story. This could have been a really great tale had there been any depth but the story line has been done so many times before you just know what's going to happen. Fortunately, you can safely skip entire chapters and not miss anything important and that makes it a quick read and lets you get back to those mad Russian drivers on YouTube.",Nothing New. (And that's to bad.),2,2016-10-19
879,5,AZOGCL6OMC3YX,B0096SJLAM,"Just loved this book; great heroine in Clone Three, or Trio as Poppy has named her.  Great world and character development.  Clone Three wakes to find herself in a destroyed world of post-apocalyptic America, not sure exactly where she is or even who she is.  She has limited memories and a holographic message from an older woman who resembles her(mother?) to go on.  The world she is in is chaotic and dangerous, with rival factions of children's gangs and the ""Crawlers"".  She has a vague sense of a mission, a purpose, that compels her to seek her ""mother"" and the adventures and dangers of this world along the way.  She acquires a number of friends, allies and enemies along the way.  Can't wait to begin the next book in the series!  HAPPY READING!!!!!
Tim",5 STARS!!!!! Really great post-apocalyptic tale!  Highly Recommended!,3,2016-10-13
880,4,AAN1YZRVL3XYN,B0097K1IAK,"This book was very well-written. I have no complaints. It's a wonderful story about coming home and making peace with the past in order to live in the present. Glory's past stunk...an abusive father and a mother who didn't appreciate her daughters enough to stick around. The only person who really got her was the guy who loved her. She loved him too, but I don't think she ever really owned up to it. Until now.
Love hurts when you ignore it. Love hurts when you run away from it. Coming home was the best thing she ever did!","Love it, love it, love it!",2,2016-06-12
881,5,A32GGX7YOGOUTE,B00985DV4U,"Randy Alcorn is a talented author. These books are exceptional stories with an eternal message. If you are struggling with your Christian faith, this is a series for you. If you don't believe in hell, these books will change your mind and your destiny. Belief in Jesus Christ is the ONLY way to heaven. Mr. Alcorn incorporates life in heaven and hell in these books along with a great story line. If you start any of these books, you will not be able to put it down.",A must read!!!,2,2016-04-21
882,4,A1WQQF1U3Z4FI,B0098AUF7G,"This was a new-to-me author that I found buried in my Kindle from last March! This was really a pretty good story ~ Mrs. Cecilia Haukstrom Waddley is a young widow. Her father, a Baron, and her brother Randolph basically sold her in marriage at the age of 16 to a wealthy 'cit', George Waddley. The plan backfires, as George refuses to further line their pockets, and he treats Cecilia like a princess. Eight years later, George is murdered near the docks, ostensibly by footpads, but Cecilia doesn't think so. According to George's journal, there were some vile, illegal doings at his shipping company, and Cecilia is convinced that he was murdered because he found out the truth. She re-enters London society under the auspices of her aunt Jessamine, Vicountess Meriton, to search for clues. Enigmatic Sir James Branstoke is intrigued by Cecilia ~ she passes herself off as an eccentric, frail, featherbrained woman as a way of disguising her real agenda, but Branstoke somehow sees through the ruse. The story really develops into more of a murder mystery with multiple suspects and a few surprise revelations that I did NOT see coming. The romance was there, but really as more of a secondary story. I will say that the book bogged down somewhat in the middle third of the story, but picked up nicely in the final third. An enjoyable story with a 'kisses only' romance.",Good story,5,2016-12-12
883,5,A311JO4GFYACNE,B0098AUF7G,"Though there are some minor editing problems (one sentence has 2 periods; some dialogue is missing quote marks), the writing is excellent, the plotting is excellent. There are just enough descriptions to create the setting, but not too much to bore. This tale truly represents the dichotomy of the Regency period: extreme manners and rigid rules that completely ignore the darker side of life and refuse to find justice for those who don't matter. The characters are intriguing and the writing witty. Do I really think a woman in Regency London could have behaved the way our heroine does? No. But I didn't care. Great story. Nice sizzle between the H/h. No sex. One brief groping scene. A dozen or so curse words. I will read this author again. Felicia Mires",Good Regency romance/mystery,4,2016-10-09
884,1,A104VI6MBPJ2MK,B0098AUF7G,Just couldn't get into it.  Didn't catch my interest.,Didn't finish.  Couldn't get into it.,2,2016-05-19
885,1,A2RQ5IRWRU0TVO,B0098AUF7G,"sorry, I just can't get past the language, too complicated to understand what they are
saying or meaning, I don't have time to look up word after word to find the meanings
to understand this book.  Very frustrating...
I have read many books from this time, and none were as complicated to understand
as this one is.  I finally just gave up on this book, which I rarely do.
NOT my cup of tea",Hard to understand the way they talk,4,2016-03-23
886,5,A2QFCZBXTEPD4O,B0098AUF7G,"This is the first Holly Newman novel I read and I immediately marked all of her novels for future reading. It's the perfect Regency suspense/thriller with PG romantic scenes...just how I like it. The dialogue is clever, the characters are developed and the story is full of surprises. Well done!",I love Newman!,6,2016-03-16
887,1,A39CLTO152GFG6,B0098T5UMM,"Just another fantasy story!  So many technical flaws, don't know where to start!  Also mass confusion about right names Admiral Short in Hawaii, vice General!  Very little credit to British, or anyone else!","Terrible technical flaws, though otherwise a very readable work of fiction!  Very little though about submarine architecture,  and what is and is not feasible!  Same goes for some of the aviation concepts as well!  The raid on the Japanese aircraft base is just way too incredible, as it neglects all the normal safeguards, including radar surveillance, CAP over such a facility, and many other safeguards!",2,2017-10-05
888,2,A86ZZP0JKRKTM,B0098T5UMM,"Nothing wrong with the books premise however it was spoiled by basic mistakes such as the American battleships steaming at 27 knots when their top speed when built was 20/21 knots, the Japanese aircraft carrier was named Kaga not Lana, authors need to carry out deep research before publishing.",Disappointing,2,2017-07-23
889,2,ACMK7CMR0CZ6P,B0099E17MI,"I enjoyed the other 500 Kingdom novels and the majority of Mercedes Lackey books. This one leaves much to be desired,. The plot dragged along. I found my attention wandering frequently. It took several weeks for me to finish this book. This story probably would be better as a novella.",Not very good,2,2017-05-24
890,4,ANQ7TQBXHMBY7,B0099E17MI,"I love Mercedes Lackey's Valdemar series, and have recently become a fan of the Five Hundred Kingdoms books despite my reluctance to start reading yet another rewritten fairy tale - but I ended up buying one by accident (it wasn't listed as being a part of the series) and was so well pleased with it that I purchased all the other available books in the series.
This isn't just a rewrite of a fairy tale (or in this case a myth) to make it into another version of the same thing - this is a series of books written in a world view that is uniquely driven by The Tradition (a force that is both natural and magical, which attempts to create the circumstances that ensure stories follow the templates expected, stories acted out by the people that live in the various kingdoms of this world). People can move between kingdoms, and in each kingdom The Tradition is a little bit different or, in some cases, a LOT different. Therefore, the fairy tales become intermingled with stories from a variety of backgrounds, and the books are therefore anything but a cookie cutter repeat of the fairy tales (myth in this case) they get their starting point from. This particular story is rooted in ancient mythology and involves gods and goddesses, with a few interesting twists and a new perspective on what was once a very different story, but The Tradition is not well explained.
While each book in the series builds on material from previous installments, they are usually easily stand alone books. The first one I read was from somewhere in the middle of the series, and mentioned characters or activities from earlier installments, but I didn't realize it until I read the earlier books. Later ones seem to mention more from the earliest ones, but not enough that you would be lost if you read the last one first.
This particular story is not as easily a stand alone story  it is too short (having come from an anthology originally it was limited in length), and has minor characters from a previous book called ""The Sleeping Beauty"" as very central characters here; and, unfortunately, understanding the world view before you read it is important to understanding the combination of the material. But if you aren't inhibited by not having the background, it is fine all alone  I don't think I would have liked it as much as a separate purchase if I hadnt already read earlier books in the series. If you buy the other books in the series, this one would follow after ""The Sleeping Beauty"" book, but can be read anywhere after that one as the only characters it calls on from previous books are from that one.
I would like to see this fleshed out and finished up as a full length book. As a shorter story it has to leave out too much, whereas if it were a full-length book those lacks could be better addressed. All the same - well written as I always expect from Mercedes Lackey.",I love Mercedes Lackey's Valdemar series,2,2016-08-10
891,4,A18B0T2O25SFT9,B0099LPCWC,"Breezy (Breanne) Jones is a 28-year-old meteorologist who is the weathergirl for he news team at KWAC TV in Aspen Grove, California. She's literally grown up in the newsroom there, as the previous weathercaster was her father. The community loves her sweet, girl-next-door style of delivering the news and she loves the community back, with no desire to ever live elsewhere. She already has her dream job here.

Noah Drake becomes the new station manager when KWAC is sold. He and his assistant general manager, Gabe Weston, have a reputation that has earned them the nickname ""The Firing Squad."" Breezy, the eternal optimist, is determined to remain positive... until she overhears him referring to her as ""Pollyanna"" in the most negative sense of the term.

The Pride and Prejudice parallels are obvious, especially when the sexy Pamela Gladstone (Hurricane Pamela) shows up with a very Caroline Bingley-like attitude toward the ""peasants"" she works with, aside from Noah. Breezy's mother is quite Mrs. Bennet-like in her desire to see her daughter married. However, this book also deviates significantly from P&P, so there's no predicting exactly how things will play out.

There are a couple of homonym-type misspellings (born/borne and another one or two others I can't specifically recall), but otherwise the writing is quite good. Ms. Horrocks does a nice job of creating a hometown feeling in Aspen Grove; the reader gets a Bedford Falls (It's A Wonderful Life) sense about the place.

She introduces a number of characters who will obviously continue throughout this series of books. Unfortunately, many of them don't figure much into this plot, and there are too many to remember if you're reading this as a stand-alone.

Among the stand-out supporting players here: Andrew North is a surfer-dude who's Breezy's ex-boyfriend. Candy Kane(!!) is proprietor of Candy's Cafe hosting Chick Flick Clique movie nights every Wednesday with Breezy and her friends.

I really like the dynamics between Noah and Breezy. There's a nice spark between them, both in their conversations and physically. She's immediately attracted to him and often struggles to maintain her dislike for him personally despite her abhorrence for what he's doing to her beloved news office. Meanwhile, Noah quickly recognizes that he underestimated Breezy and that he'd REALLY like to go out with her. He hates having Pamela around poisoning the work atmosphere at the station, but his hands are tied by the firm directives of the station owner, Mr. Bentley.

I do find it hard to believe that Noah would interview any of his employees, and surely not an on-air personality, without thoroughly reviewing their HR files. Instead, Breezy's qualifications surprise him, which is ridiculous. The author could achieve the same effect sticking to Breezy's much-younger-than-her-age appearance and her unsophisticated approach to delivering the news.

Onerall, this book has a very pleasant, wholesome quality. Content is clean and Biblical-type morals are demonstrated, yet there are glimpses of the darker side of humanity in the real world. Despite its flaws, I really liked it.","Pleasant, wholesome, modern Pride and Prejudice",3,2018-01-07
892,5,A137UEIU93IFEF,B009AUC7ZM,A wonderful book of cookie indulgences....,Five Stars,2,2016-10-13
893,4,A10LJJK8UWY8W7,B009AUC7ZM,Yummy recipes,Four Stars,2,2016-03-06
894,1,ALYI8YM90TPD1,B009B11BKW,"Seriously, people!!  Why does the chubby  girl have to be a dope?

1.  You catch your husband cheating and find out  that he has had sex with almost everyone you know including your sister.  For 8 years you never had a clue?

2.  You empty your joint account and run off to Chicago on the bus with $20,000 IN CASH!!!!

3.  You spend $4,000 on clothes in one day.

4.  You hire a divorce lawyer who says you should let your CHEATING husband have the HOUSE, the CAR and all your other ASSETS.  What kind of stupid lawyer is this?  How dumb would you have to be to think this was a good idea?

5.  So now you have $16,000 minus hotel costs, legal fees, makeover, spa costs, flight to Rome and hotel in Rome.  Hmmmm...  Assuming the lawyer is a couple grand, maybe $12,000?  And you have no job?

6.  Instead of using a credit card, debit card or traveler's cheques, you carry all the cash with you!  Some in your carry on and some in your checked luggage.  Are you kidding me?  'Cause no one has ever had lost or stolen luggage.

7.  Fast forward to your first sexual encounter with a guy you met a few hours ago.  You IMMEDIATELY tell him you are on the pill.  He immediately lets you know that he is clean and is checked regularly.  OMG!!!!  Slide a CONDOM on that thing!

This is too immature for anyone who has stopped reading Archie comics.  If it's meant for a younger audience it is a what not to do manual.

Add to that the cheesy line about how can that huge thing fit in little old me,  top it off with a cliffhanger and you should be heading for the hills.",Romance for Dummies,2,2016-05-27
895,5,A234SPA2ZRFM1B,B009B3V1KA,"Mistletoe Mischief by Stacey Joy Netzel
Romancing Wisconsin Series Book 1
This series is about Love finding a way to bloom in Wisconsin during any season.
Christmas in July at a zoo for Eric Riley and Marissa Wilder who are both single parents and both have a daughter the same age. Reese Riley and Heather Wilder have met recently and hit it off 100%. Marissas day had not started off in the best way. Eric was supposed to be with the children however he got interrupted on his way to the school by an automobile accident. He saved a mans life. First she thinks of Eric as a no show dad but once she hears the reason she changes her mind. Eric does not bring up the fact he was at the accident since he does not like to brag. vvSo Marissa was filling in on this class trip for him. She had heels on as she was not expecting to walk around the zoo. She ended up hurting her ankle when the heel on her shoe got stuck between 2 boards. Eric being a paramedic checked out her ankle. She got a ride in a golf cart that was done up in Christmas things, candy cane and holly boughs and even a mistletoe and a driver that looked like Santa. Reese reminded her dad that the rule is if you're under the mistletoe you have to kiss.  Santa would not move till they did. He is quite the match maker. The Summer Santa was dressed in red boxer shorts and matching flip-flops. Santa had a way for Marissa to get an x-ray without a trip to the hospital, after all the zoo had one for x-rays they needed for animals.
Eric is impressed by her making an alphabet score sheet for the girls to fill out about the animals they see. Both Eric and Marissa had their own stories but they sure were two people worthy of finding love again.
Later Marissa is impressed with the wood working that Eric does. He has a military back ground also.
I won't spoil anymore about the story of Santa Butchs tricks and also Eric, Marissa, Reese and Heather.
Could not wait to read more books of the series to learn more about Santa Butch, his wife Judy, and the Riley family!
Look for Mistletoe Magic.","Check out the story for Santa Butch and also the Christmas in July and the zoo visit by Eric, Marissa, Reese and Heather.",2,2016-01-30
896,4,A10NKX775IV3NR,B009BQN3MQ,"I found this an appealing title because I can never find the keys so I have to start looking for them fifteen minutes before I want to leave the house. I was expecting this to be more for younger children, but I really enjoyed the story line and the occasional picture that pops up during the story. My daughter will surely enjoy this story when she is older, but it still works to put her to sleep and I enjoy it because I feel like an orange monster does a really good job of hiding my keys from me each time I need to use them.",but I really enjoyed the story line and the occasional picture that pops ...,2,2016-02-24
897,2,A2TKVJXMBBA92V,B009BZFQ4U,"Dear God. This last book was like a fricken soap opera. I mean honestly, who didn't see that twist coming. I guess her parentage in book 2. But besides that, there were just so many unforgivable mistakes.

First, lets talk about a huge plot hole. John didn't know his wife was alive, yet somehow at the end of the book her guards betrayed her?  And all of a sudden John knew she was alive. Yeah, lets just brush over everything else that happened and the surprise at seeing his wife alive after breaking into Cams mind.

Lewis cant remember anything but they can share memories and she doesnt share them so he can at least have some of his life back? But his heart remembered her. Bleh.

The end was so anticlimactic. Everyone knew everything that was going to happen, but just decided it wasn't a good idea to let key players in on the plan? I mean com on!

And for the final nail in the coffin:
I missed you, he whispered, his voice catching.
I know.

WHO RESPONDS LIKE THAT???

There is one more book, but from what I hear it changes POV and is about Nora and Maddox. Im gonna call it good on this series. I should have stopped at 2, but curiosity got the best of me.",Bleh,4,2017-05-08
898,4,A1BUBUB84T9JU2,B009CCBCU4,This was the first of this type of story I have read. I did enjoy it.,good read,2,2017-12-14
899,5,AF30I3JLFGT0K,B009CCBCU4,Good plot and character development. Story flowed nicely. Quit enjoyable. Hope this continues through the rest of the series as I have alreadt purchased boon #2 in the series. Enjoyed the historical locations.,. Very good read,2,2017-09-24
900,5,A265JDO6F0BK9R,B009CCBCU4,It gives a good feel of Aztec life,Five Stars,2,2017-09-22
901,5,A1PA833IVQXH2B,B009CCBCU4,A great read.  The history  behind this historical romance is wonderful.  I loved the book and the insight  it gave me.,History about  history,2,2017-08-29
902,5,A1YLPYVKY06X1H,B009CCBCU4,"Historical fiction has always amazed me. Throw in a couple of fictional characters and a lot of actual history and one will always be amazed at humankind's ability to adapt. This one has a great storyline and action aplenty. Enjoy, for I sure did.",A Great Story,3,2017-08-23
903,5,A1T3UMBS5NU2AZ,B009CCBCU4,"When this book ended, I exclaimed, OH NO!  I wanted more, and now!
I read many pre-history books about Indians and always get very involved in them.  This book was no exception.  The characters are well developed and believable.  I felt as if I was right there with them, cheering them on.  The worst thing about this story was that although the book ended, the story did not.  I want to know what happened next.  I can't wait to start the next in the series.  Bring it on!",MORE PLEASE!,2,2016-04-05
904,5,A2YB110CD6X12I,B009CCBCU4,"THE HIGHLANDER (THE RISE OF THE AZTECS BOOK1) is set in the Aztec lands of a bygone era. It is an exciting adventure that follows the expanding friendship of two boys from opposite tribes, one being a Highlander and the other a Lowlander. It is comical how the young boys fuss at each other, as only young boys can do, to show how ""big"" they are. This novel will grab your attention and keep you reading well into the night.

Kuini and Coyotl, who meet accidentally, are from different backgrounds and social statuses. Coyotl is the son of the Emperor of his tribe while Kuini is the son of a War Leader of his tribe. They learn and share with each other about their tribes ways of doing all things. Kuini, who is an excellent artist, learns to read with the help of Coyotl. When Kuini finds himself in Coyotl's noble world, he finds danger at every corner, especially when Kuini meets and falls in love with Coyotl's sister, Iztac. Customs demand that the two lovers may never see each other again after the girl is married to a husband she does not want, just so her father can appease the leader of another tribe.

This novel is extremely well written as only Zoe Saadia can do. Her research is very apparent as you go from pyramids, to temples, to palaces. This novel is rich in historical detail. You will become involved in what all the characters can and will do page after page. There are plenty of conflicts interfering with the lives of all the main and secondary characters. It is a novel about Pre-Columbia South America that will keep you interested til the very last page.",ANOTHER GOOD SERIES BY ZOE SAADIA,6,2016-03-27
905,5,A1SUUMS9T84TS,B009CCBCU4,The book is an interesting read and gives a unique look at one of our past civilizations.  I recommend it for those who have an interest in pre-European history.,The Highlander,2,2016-03-15
906,2,A3LYMG98UR1R01,B009CJEODY,"I loved and adored the illustrations for this story. They were modern with a classic edge. The story was a creative twist on Stone Soup. There was missing punctuation, grammatically incorrect sentences, and one goes farther into the forest - not ""further"". All these little proofreading things added up to a big minus. If it was corrected, I would give it four stars.","Editing, punctuation, grammar problems, and vocabulary mistakes.",2,2017-03-08
907,3,A1A64V6KL8CAEV,B009CMUUKM,The actual story was good. Why the author felt she had to use foul language and sex is crazy. It's really to bad authors like Saints don't believe in their talent enough to write a great story without the garbage. I would like to read more stories involving the brothers but really I just don't need the sex or the language,The actual,2,2018-01-30
908,3,AFKZ7UHX658SK,B009CMUUKM,I have continued to read the series and do like it however the mistakes are off putting.  She needs better proofreaders and editing.,I have continued to read the series and do like it however the mistakes are off putting,11,2017-02-05
909,4,ARGTMNLSNLMUK,B009CWWFB4,"I would have liked more to the story, but if you wants little taste of the Amoveo world, this will do.  It seems to happen shortly after the events in Amoveo #2 Untouched and before what happens near the end of Amoveo #3 Untamed.

Sara Humphreys has created an interesting new world of shifters.  Since this story, Undenied, is free, it could be a good introductory book for you. If you like it, then read the rest in order, #1 Unleashed, #2 Untouched, #3 Untamed, #4 Undone and finally #5 Unclaimed. Start of new series Amoveo Rising (Undiscovered) is coming out March, 2017.

Great series with a lot going for it. This was just too fast for me, which is why I only gave it 4 stars and not 5. Try it and see what you think.","VERY short, but good story",2,2017-01-02
910,5,A22YM9F6HNEQQP,B009D7WDS8,"Historical adventure at its best. The escapades of David Manning and Elizabeth are some of the best I have ever read. From Genghis Khan to Alexander the Great, it just doesn't get any better than this.",Fantastic story!,3,2017-01-16
911,4,A34DONII957BWO,B009D7WDS8,I enjoyed this story because it had just enough historical background to make you wonder if it really did happen. It flows quickly and gets tense toward the end.,Good story,2,2017-01-16
912,5,A30Y9ULKTIRKEK,B009D7WDS8,Mr. Leston does not disappoint if you like Indiana Jones stories then you will love this guy !!! I am now on a mission to read ALL of his books !!!,Daniel is the MAN !!,10,2016-10-28
913,4,A3MIE2BTEIDGCQ,B009D7WDS8,Yet another outstanding book by Daniel Leston. We again have our professor and lovely wife teaming up with a whole new cast of characters and villains to solve another mystery of finding the tomb of Genghis Khan.  A quick moving and thrilling adventure guaranteed to keep you turning the pages. My only complaint of this book was that it was too short,Review of The Genghis Tomb,12,2016-02-02
914,5,AB2HCWNY1N26R,B009D7WDS8,"I really enjoyed this book although I've enjoyedDaniel Leston's Amun Chamber more. If you like Indiana Jones types of adventures, you will enjoy Mr. Leston's books.",I really enjoyed this book although I've enjoyedDaniel Leston's Amun Chamber more,3,2016-01-16
915,2,A355NQLK6SSIOR,B009DRUP9C,"Its a great little story but it's designed for a ten year old to read. It had a good story line but lacked in content. It did not appeal to the intelligence of an accomplished reader. It's written on about a sixth grade reading level and can be read in an hour or so. If you are looking for a really good read that holds your attention and draws you in, this is not the one. If you want a quick little doctor's office waiting room read, this is it.",Its a great little story but it's designed for a ten year ...,3,2016-02-03
916,1,A1Y8CIHAVRL7V0,B009DRUP9C,There were just two many unanswered questions in this book. Also both brothers were liars and the women were naive. Nothing in this book screamed romance.,No,3,2016-01-31
917,2,A1TA74PKNOI255,B009DRUP9C,This book is ok if your into young girls being out on there own and knocked up  and the fathers nowhere around,Baby,2,2016-01-21
918,5,A35GROQZI0956Y,B009DRUP9C,"Great lighthearted story thst kept my interest (did not make it to bed until after 1p.m.) throughout.  could not put my Kindle Fire down until i finished this book.  Good loveable characters and some suspense. A feel good story.

Love this author and will read more of her books. Highly recommend to other readers",A Family fof Christmas -Mona Ingram,2,2016-01-02
919,4,AJOQTPMCTPFY1,B009EIBK30,"This book was an interesting take on sorceresses, witches, and wizards. It had plenty of action and a little touch of romance. Two things I really like were the author's description of magic and the perspectives from which the story was told. Both Lou and Al's perspectives were used, allowing the reader to get to know each character better. However, I felt like the story ended quickly with little closure. It also ended with a cliffhanger.",Very good,7,2017-01-04
920,5,A1768F8E8ZS0G0,B009EIBK30,This will be one of my new favorite series.  The world and characters are so well developed and immerse you in the story so well that you can just feel the joy and pain with them.  Loved it!!!,LOVE,2,2016-09-12
921,1,ALN6ZSDUNFEVJ,B009FN1DA4,How someone can make SF boring is amazing.,don't bother,2,2017-07-24
922,2,AMTBKG5WJ8XY6,B009FN1DA4,"I had a hard time getting through this book with way to much repetitive information on sourdough and characters that I found boring.  I felt like I was reading something that was written a long time ago by someone who wanted to put weird phrases in like this from Chapter 12:

Rob was a jerk for running out at a time like that, but he was my man and he was in hip-deep trouble.  Before Larson knew what hit him, I was on his back like a monkey on a junkie's.

If you can read these two sentences and still want to read the book then go for it.",Not for me,10,2017-07-06
923,2,A3KEP02F00HE5U,B009FN1DA4,"Another book that could have been really good, but the juvenile remarks destroyed that. The characters were well developed, and the story was pretty good. I wish authors and film makers would realize that we are not all interested in juvenile obsessions!",Juvenile,2,2017-06-15
924,1,AROMKKAS1TWR4,B009FN1DA4,"I don't like books where the main characters behave stupidly, although this seems to be a hallmark of cozy mysteries.  The main character in this book, Rebecca, behaves incredibly stupidly, and I found the plot to be stupid, as well. All this stupidity is supposed to be humorous, and judging by the many good reviews, most readers did enjoy it, so I seem to be in the minority.  I was planning to read through this book to the end just to find out who the killer turned out to be, but couldn't stand the poor plotting, so this is one of the rare books that I couldn't finish  Also, although the publication date is listed as 2013, this book must have been written many years before, since the characters don't have cell phones and are always looking for a phone booth.",I couldn't finish it,31,2017-01-09
